,index,text,retweetCount,polarityScore,sentiment
193,194,"RT @URautelaForever: Dear evanspiegel 
India is so rich that PM Narendra Modi had to implement demonetization to find https://t.co/3TP2svF",83,4,
194,195,"Dear evanspiegel 
India is so rich that PM Narendra Modi had to implement demonetization to find https://t.co/3TP2svFEZl",83,4,
195,196,"RT @RatheeshVgopal: Dear Modiji,we want to know how much black money this criminal converted  during demonetization? @PMOIndia  #DreamzGKFr",83,0,
196,197,"RT @ShashiTharoor: Aim of #demonetization laudable, but Govt has no road map2create institutional architecture needed, says @SalmanSoz  htt",82,-1,
197,198,RT @Vidyut: Modi is India's (possibly the world') first Prime Minister to single handedly bring about a recession. #demonetization https://,82,-2,
198,199,"RT @aaanupriyaaa: Dear @evanspiegel 
India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually poo",80,4,
199,200,"Dear @evanspiegel 
India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually poor!

#Snapchat",80,2,
200,201,"RT @Jal_Kukdi: Pathetic journalism  when media thought you can get STDs from ATMs. Another attempt to malign #Demonetization
https://t.co/",79,-2,
201,202,RT @NimmaYash: Yash speaks his mind out on the issue of #demonetization during a discussion in @Pradesh18Kan - Team https://t.co/8YWRpJDQwj,78,0,
202,203,RT @pGurus1: #Demonetization The co-operative banking sector in Kerala is as good as a tax haven. Is Kerala a Black Money HQ? https://t.co/,76,3,
203,204,"RT @DrGPradhan: 8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says she can't",76,0,
204,205,"8

This tweet of @minimathur BIBI explains why she is having a prob with #demonetization ..In first part she says s https://t.co/XhSMMqnemQ",76,0,
205,206,RT @Shehzad_Ind: Bhai @KapilMishraAAP why r u surprised? #demonetization is Modi's scam not to unearth Blackmoney but to protect &amp; share it,76,0,
206,207,RT @gops333: Experts believe the #Demonetization will impact negative on India's #GDP . Unplanned misadventure will cost the #Economy for a,75,-2,
207,208,"RT @AskAnshul: And, Border Security Force seizes fake notes worth Rs 7,00,000 in Bengal's Malda. You can understand why Mamata was against",75,-1,
208,209,"And, Border Security Force seizes fake notes worth Rs 7,00,000 in Bengal's Malda. You can understand why Mamata was https://t.co/adMOY9aQz9",75,-1,
209,210,"RT @blue21sky: #PMSavedKashmir
cuz of<ed><U+00A0><U+00BD><ed><U+00B9><U+008F> @narendramodi <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> #demonetization  <ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Barbadi done of
Pakistan
Stone Pelters
Presstitutes 
Sickular
Corr",74,0,
210,211,"RT @_SwarajIndia: Government's seriousness about black money: Reality or a Sham?
@AnupamConnects speaks on #demonetization https://t.co/ZGq",73,0,
211,212,"RT @RiteshEconomist: 70% of excise collection comes from oil &amp; gas so it's up 25% doesn't mean #demonetization has no effect
@ajit_ranade h",73,-1,
212,213,"RT @harshkkapoor: #Transformational #DeMonetization brings out Entrepreneural Abilities to fore<ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
#DigitalIndia
#CashlessSociety https://t.c",72,2,
213,214,RT @ShashiTharoor: My question in parliament on the impact of #demonetization on fishermen in Kerala and along India's coast https://t.co/E,72,0,
214,215,My question in parliament on the impact of #demonetization on fishermen in Kerala and along India's coast https://t.co/EA1EaikCbs,72,0,
215,216,RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame,71,1,
216,217,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Youth ""@PMOIndia took excellent step 2end terrorism, naxalism, curb black money we s",71,3,
217,218,"During Parliament disruption I addressed 46 parliamentary officials from 30 countries &amp; answered several questions, https://t.co/mMjfqChgsK",71,-2,
218,219,Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Par https://t.co/tWQ2o9ALZq,71,1,
219,220,"RT @NG_withINC: After demonetization first modi waived off Mallya's loan and now got him bailed out!
Is modi Mallya's pet dog?
#VijayMallya",71,0,
220,221,"After demonetization first modi waived off Mallya's loan and now got him bailed out!
Is modi Mallya's pet dog?
#VijayMallya",71,0,
221,222,RT @hindustanse: #Mind_it.....Arnab Goswami slams Pathological Liar scam king @ArvindKejriwal <ed><U+00A0><U+00BD><ed><U+00B1><U+0088><ed><U+00A0><U+00BD><ed><U+00B9><U+0089><ed><U+00A0><U+00BD><ed><U+00B0><U+00B7><ed><U+00A0><U+00BD><ed><U+00B0><U+0080> for opposing #demonetization https://t.c,71,-5,
222,223,"RT @TheDarjChron: #Demonetization #NorthEast : ""they are senior citizens, they are not literate, but they support this initiative I came to",70,2,
223,224,"RT @yamini_jyoti: Yes, my blood boils at @ArvindKejriwal 's maniacal statements on #demonetization .
But I ignore the fool. @RitaG74  https",70,-2,
224,225,RT @smarket: Here's SBI Chairman explaining clearly that current demonetization has nothing to do with NPA. Please listen https://t.co/AqCn,70,2,
225,226,RT @ashu3page: A man shaved his head at Jantar-Mantar in protest against #Demonetization  on 13th day of the move. https://t.co/IeXuia3J0X,69,-2,
226,227,"RT @SaundiD: @narendramodi <U+091C><U+0940>

4 ladies r managing #demonetization perfectly<ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>
#SBI
#PNB
#AxisBank
#ICICI
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F>
#<U+0928><U+093E><U+0930><U+0940>_<U+0924><U+0942>_<U+0928><U+093E><U+0930><U+093E><U+092F><U+0923><U+0940>
#<U+091C><U+092F>_<U+092E><U+093E><U+0924><U+0943>_<U+0936><U+0915><U+094D><U+0924><U+093F>",69,3,
227,228,"RT @behindwoods: #SIVAKARTHIKEYAN'S BIG ACHIEVEMENT DURING DEMONETIZATION

https://t.co/QkKKSJFltP",69,1,
228,229,"RT @RealZaidHamid_: #DemonetizationMythsBusted
Anyone dying within 20 km radius of bank is coz of #Demonetization and Modi is directly resp",68,-3,
229,230,"RT @CimGOI: Smt @nsitharaman to meet exporters on Monday, 21/11/16 to discuss issues related to the impact of #demonetization . @DoC_GoI",68,0,
230,231,RT @SwatiSaxena1231: What seemed at first to be a masterstroke by PM Narendra #Modi now looks like a grave miscalculation #demonetization h,67,0,
231,232,RT @Hemant_80: Did you vote on #Demonetization on Modi survey app?,66,0,
232,233,Did you vote on #Demonetization on Modi survey app?,66,0,
233,234,"RT @shripadynaik: Breaking : Right after demonetization, why AAP has withdrawn from contesting civic polls in Mumbai and Chandigarh ?

http",66,0,
234,235,"RT @geetv79: How Demonetization Helped Govt Formation<U+2753>
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333",64,0,
235,236,RT @JavierBlas2: The biggest engine of global #oil demand growth in 2016 (India) is slowing down in 2017 https://t.co/87RPYQjKku #OOTT #OPE,64,1,
236,237,RT @NimmaYash: Yash speaks his mind out on the issue of #demonetization during a discussion in @Pradesh18Kan - Team https://t.co/8YWRpJDQwj,63,0,
237,238,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Man from #Kurseong ""we are fully supportive of the initiative taken by @narendramodi",62,2,
238,239,RT @porinju: All good Citizens should support #DeMonetization and related initiatives by the Establishment to curtail India's social &amp; econ,62,5,
239,240,RT @RJSudeshBhat: #demonetization Did this using a @KicchaSudeep and @TheParulYadav song :) Take a look :) https://t.co/UROvCy21T4,60,0,
240,241,RT @ANI_news: We are ready to discuss &amp; are open to suggestions from opposition but #demonetization will not be rolled back: Arjun Ram Megh,60,0,
241,242,"RT @mkatju: people have got stunts like, Swachata Diwas,Yoga Day, Demonetization,anti-Romeo drives,gau rakshaks,etc.
Yet de have voted for",60,1,
242,243,"people have got stunts like, Swachata Diwas,Yoga Day, Demonetization,anti-Romeo drives,gau rakshaks,etc.
Yet de have voted for BJP!
Hari Om",60,1,
243,244,"RT @harshkkapoor: #DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmoney
@na",59,5,
244,245,"#DeMonetization survey results after 24 hours
5Lacs opinions
Amazing response&amp; Commitment in fight against Blackmon https://t.co/aEI4oU9HM6",59,5,
245,246,"RT @DaaruBaazMehta: Dy CM @msisodia  detaiend at Parliament Street Police station as they march to Parliament against #Demonetization

#not",59,0,
246,247,RT @SushmaMMaurya: Bike rally organised by @AAPGujarat volunteers in baroda against #demonetization today.locals also joined this rally 2 s,58,0,
247,248,"RT @Lukewearechange: my news team and I lost the majority of our income through youtube demonetization recently, if you could help plz do
h",58,-1,
248,249,RT @ShashiTharoor: . @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;wil,57,0,
249,250,"From a customer care point of view, the railway housekeeping &amp; sanitation feedback form is far superior than the Modi app on #DeMonetization",57,4,
250,251,. @anandkamal Frankly i don't understand why @narendramodi doesn't address Parlmnt on #Demonetization. It's his duty&amp;will defuse disruption,57,-2,
251,252,RT @sanjuydv: Thru #demonetization garner money frm public into banks so tht fulfilled bank coffers enable thm to again lend money to capit,55,2,
252,253,RT @karamjitrintu: Must see the inside details of the biggest scam in the history of independent India. #demonetization @INCIndia @punjabpc,55,-2,
253,254,RT @tncpim: Courtesy @Theekkathir  #Demonetization https://t.co/hNmGeKNI30,54,2,
254,255,RT @mahcongress: Demonetization Effect : Double Whammy : IIP (Index of Industrial Production) contracts by 1.2% &amp; CPI (Consumer Price Index,54,0,
255,256,Demonetization Effect : Double Whammy : IIP (Index of Industrial Production) contracts by 1.2% &amp; CPI (Consumer Pric https://t.co/Bf8DfMcI6b,54,0,
256,257,"RT @MahikaInfra: @narendramodi
@Swamy39
The success of #Demonetization will depend on how swiftly govt replenish the currency

Pls avoid Ba",53,3,
257,258,"RT @myvotetoday: So #CJIThakur says there will be riots due to #DeMonetization Qs
.
No #SpicesNSecrets 
.
No riots due to citizens #Waiting",53,-6,
258,259,"RT @BspUp2017: #Demonetization succinctly explained by Rebel Politik.
 #NoteNahiPMBadlo #<U+0938><U+0902><U+0938><U+0926>_<U+092A><U+0941><U+0915><U+093E><U+0930><U+0947>_PM_<U+092A><U+094D><U+092F><U+093E><U+0930><U+0947> #MayawatiNextUPCM #BSP @invi",53,-2,
259,260,"RT @jan14anurag: Terrorists raided a bank to get new  <U+20B9>2000 notes =&gt; their old finances are indeed squeezed tight #Demonetization
https://t",52,-2,
260,261,RT @ndtv: PM Narendra Modi took biggest economic decision without consultation: Rahul Gandhi on #notesban #demonetization https://t.co/ogoa,52,0,
261,262,"RT @Ind_Arya: Demolition Man vs Demonetization Man
India Has Suffered Under Both https://t.co/g3simA6LEG",52,-2,
262,263,"RT @TheDarjChron: #Demonetization #NorthEast reaction: Tourist in #Darjeeling ""we can live with short term difficulties, but our country ne",51,0,
263,264,RT @sona2905: When I explained #Demonetization to myself and tried to put it down in my words which are not laced with any heavy technical,50,0,
264,265,"RT @SundayTweeter: Perfect #Demonetization message, mind blowing end #MustWatch 
RT plz @muglikar_ https://t.co/usss66TQT8",50,3,
265,266,"RT @Dipankar_cpiml: #DeMonetization:
To hunt crocodiles, 
The pond was dried. 
No crocodiles were found, 
But the fish all died.
(anonymous",50,-4,
266,267,"RT @madskak: Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetizat",49,0,
267,268,RT @bhootnath: According to Sonia Gandhi Modi is undermining the national character by #Demonetization. Does she think corruption is our na,49,-5,
268,269,"Before the Bypolls, this will decide #Demonetization of Modi !

After the results, Bypolls has nothing to do with #Demonetization !!",49,0,
269,270,"RT @NeetuGarg6: Do check what I was saying #demonetization ended fake currency and even ended violence in Kashmir valley! 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0087> 
https://t.co/",49,-6,
270,271,RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/zvsuCyKEkY https://t.co/FcMdcVN8et,49,4,
271,272,"RT @jp_koning: During WWII Hawaiian banknotes were printed. If Japan invaded Hawaii, a quick demonetization would render them unusable by o",49,0,
272,273,"RT @SreeIyer1: 30-min talk, crisp &amp; informative on how Demonetization has taken the cash component out of Real Estate transactions https://",49,0,
273,274,"RT @tweepul: Even if you're 100% white money &amp; even if you're unaffected, this #demonetization move has given a lot of folks a reason to pa",48,0,
274,275,RT @SatyendarJain: Daily wage earner are the first sufferer of #demonetization. Others will feel the consequences of economic slowdown shor,48,-2,
275,276,RT @ShashiTharoor: Joined Kerala MPs protesting the exclusion of co-operative banks from #demonetization arrangements. 90% of rural savers,48,-3,
276,277,RT @prettypadmaja: #DeMonetization @sunetrac I suffered 10 sneezes while dusting  my old notes of 500 &amp; 1000 kept for medical emergency ...,48,-6,
277,278,RT @HumorMinistry: #SonuNigam before and after demonetization. https://t.co/D85BiDMvFM,48,0,
278,279,#SonuNigam before and after demonetization. https://t.co/D85BiDMvFM,48,0,
279,280,RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,47,2,
280,281,"RT @dhume: Sharma: It might be satisfying to punish shady fortunes, but revenge is not a development strategy. #demonetization  https://t.c",47,-4,
